"B_Mag"
0.00999548
0.0156202
0.0215556
0.027413
0.0328951
0.03766
0.041526
0.0444913
0.0464939
0.0474381
0.0471699
0.0457356
0.0433009
0.0399374
0.0356758
0.0305819
0.0249179
0.0190025
0.0133064
0.00955446
0.0103506
0.0148182
0.020266
0.0258086
0.0309151
0.0352451
0.0387075
0.0412737
0.0428689
0.0432961
0.0425011
0.0406562
0.0378545
0.0341562
0.0295593
0.0242697
0.0187141
0.0134089
0.00915996
0.0192504
0.0231541
0.0278663
0.0328994
0.037821
0.0422105
0.0458335
0.0486349
0.0505471
0.0514579
0.0511932
0.0498193
0.0475216
0.0443624
0.0404018
0.0357672
0.0307801
0.0258473
0.0214319
0.018558
0.0185302
0.0210591
0.0249087
0.0293508
0.0337406
0.0376141
0.0407774
0.0431416
0.044619
0.0450161
0.0442778
0.0425711
0.0399943
0.0366194
0.0325423
0.0280742
0.0237351
0.0201271
0.0180077
0.0286067
0.0315917
0.0354143
0.0396917
0.0440254
0.0479861
0.0513088
0.0539028
0.0556806
0.0565331
0.0562841
0.0549984
0.0528674
0.0499513
0.0463442
0.0422116
0.0378804
0.0337531
0.0302247
0.0279284
0.027537
0.028942
0.0315535
0.0348923
0.0384539
0.0417621
0.0445291
0.0466264
0.0479506
0.0483089
0.0476452
0.0461179
0.0438373
0.0409051
0.0374753
0.033914
0.0307233
0.0283674
0.027325
0.0360792
0.038672
0.0420179
0.0458132
0.049735
0.0533759
0.0564542
0.0588728
0.0605361
0.0613358
0.0611037
0.059898
0.0579029
0.0551834
0.0518388
0.0480646
0.0441804
0.0405366
0.0374718
0.0354379
0.0348573
0.0356673
0.0375162
0.0400851
0.0430091
0.0458473
0.0482693
0.0501311
0.0513231
0.0516463
0.0510457
0.0496799
0.0476619
0.0451125
0.0422108
0.0393281
0.0369119
0.0353022
0.0347827
0.0405014
0.0430226
0.0462268
0.049834
0.0535703
0.0570552
0.0600113
0.0623462
0.0639571
0.064733
0.0645076
0.0633375
0.0614084
0.0587917
0.055575
0.0519531
0.0482506
0.0447886
0.0418573
0.0398454
0.0391032
0.0395942
0.0410562
0.0432229
0.0457875
0.0483363
0.0505333
0.0522364
0.0533375
0.0536418
0.0530865
0.0518221
0.04997
0.047658
0.0450759
0.0425839
0.0405771
0.039337
0.039103
0.0409937
0.0436533
0.0469625
0.0506456
0.05443
0.0579503
0.0609341
0.0632858
0.0649115
0.0656968
0.065467
0.0642836
0.0623391
0.0597011
0.0564477
0.052775
0.049011
0.0454634
0.0424078
0.0402325
0.0393032
0.0396081
0.0409034
0.0429284
0.04538
0.0478457
0.049989
0.0516609
0.052736
0.0530318
0.0524885
0.0512447
0.0494313
0.0471802
0.0446881
0.0423241
0.0404752
0.0394115
0.0393825
0.0379106
0.0409159
0.0445629
0.0485519
0.0525929
0.056314
0.0594429
0.0618913
0.0635779
0.0643846
0.0641442
0.0629222
0.0608975
0.0581333
0.0547044
0.0508066
0.0467669
0.0428956
0.0394848
0.0369624
0.0357809
0.0359659
0.0372445
0.0393355
0.0418994
0.04449
0.0467461
0.0484982
0.0496163
0.0499167
0.0493446
0.0480439
0.0461464
0.0437877
0.0411715
0.0386969
0.0368008
0.0357928
0.0359453
0.0327781
0.0363484
0.0405274
0.0449787
0.0494028
0.0534094
0.0567414
0.0593381
0.0611079
0.0619404
0.0616876
0.0604086
0.0582661
0.0553243
0.0516579
0.0474284
0.0429594
0.0385935
0.0346377
0.0315877
0.0300509
0.0301416
0.0315474
0.0339161
0.0368031
0.039684
0.0421628
0.0440584
0.0452644
0.0455886
0.0449651
0.0435498
0.0414723
0.0388683
0.0359513
0.0331618
0.0310288
0.0299598
0.0302911
0.0272382
0.0314907
0.0362751
0.0412384
0.0460721
0.0503754
0.0539163
0.0566599
0.0585092
0.0593785
0.0591155
0.057767
0.0555033
0.0523786
0.0484626
0.0438911
0.0389632
0.0340306
0.0294318
0.0257474
0.0237886
0.023819
0.0254811
0.028289
0.0316246
0.0348674
0.0376209
0.039707
0.0410224
0.0413708
0.0406891
0.0391379
0.0368361
0.0339101
0.0305812
0.0273363
0.024825
0.0236022
0.0241081
0.0239372
0.0286423
0.0338145
0.0390901
0.0441552
0.048627
0.0522904
0.0551149
0.0570167
0.0579122
0.0576369
0.0562425
0.053909
0.0506799
0.0466135
0.0418361
0.0366326
0.0313493
0.0263432
0.0222492
0.0200313
0.0200661
0.0219502
0.0250879
0.0287347
0.0322129
0.0351377
0.0373388
0.0387187
0.0390773
0.0383513
0.036711
0.0342702
0.0311332
0.0275198
0.0239459
0.0211388
0.019768
0.0203806
0.0257845
0.0302205
0.0351735
0.0402613
0.0451723
0.0495412
0.053134
0.0559016
0.0577729
0.0586502
0.0583684
0.0569857
0.0546816
0.0515134
0.0475373
0.0428843
0.0378467
0.0327721
0.0280233
0.0242101
0.0222057
0.0223008
0.0240982
0.0270677
0.030535
0.0338667
0.0366809
0.0387974
0.040122
0.0404602
0.0397418
0.0381414
0.0357874
0.0327786
0.0293245
0.0259324
0.023279
0.0219633
0.0225017
0.0315138
0.0352147
0.0395236
0.0440756
0.048565
0.0526243
0.0559924
0.0585977
0.060369
0.0611982
0.0609225
0.0595997
0.0574086
0.0544233
0.0507145
0.0464284
0.0418723
0.037398
0.0333475
0.0302478
0.0287201
0.0288776
0.0303953
0.0328916
0.0358674
0.0387999
0.0413183
0.0432261
0.0444184
0.0447143
0.0440519
0.0425939
0.0404729
0.0378029
0.034792
0.0319059
0.0296926
0.0285765
0.0289257
0.0376218
0.0406897
0.0443903
0.0484158
0.0524717
0.0561907
0.0593067
0.0617373
0.0634071
0.0641899
0.0639257
0.0626828
0.0606312
0.0578447
0.054411
0.0504926
0.0464183
0.0425351
0.0391242
0.0366248
0.0354734
0.0356896
0.0370201
0.0391598
0.0417361
0.0443229
0.0465691
0.0482841
0.0493586
0.0496201
0.0490185
0.0477042
0.0457974
0.0434149
0.0407762
0.0382939
0.0364026
0.0354187
0.0355986
0.0423198
0.0449563
0.0482229
0.0518544
0.0555794
0.0590323
0.0619444
0.0642322
0.0658139
0.0665572
0.0663098
0.0651376
0.0632002
0.0605744
0.0573549
0.0537228
0.0500165
0.0465606
0.0435935
0.0414906
0.0405989
0.0408991
0.0421628
0.0441224
0.0464779
0.0488536
0.0509243
0.052522
0.0535275
0.0537764
0.0532178
0.0519903
0.0502194
0.0480155
0.0455983
0.04334
0.0416005
0.040644
0.0406787
0.0441366
0.0465494
0.0495996
0.0530297
0.0565859
0.0599141
0.0627359
0.06495
0.0664686
0.0671907
0.0669591
0.0658111
0.0639205
0.0613796
0.0582764
0.0547908
0.0512609
0.0480056
0.0452655
0.0433817
0.0426634
0.0430736
0.044383
0.0463508
0.0486788
0.051008
0.053047
0.0546283
0.0556242
0.0558769
0.0553376
0.0541307
0.0523846
0.0502275
0.0478587
0.0456181
0.0438595
0.0428334
0.0427331
0.0420438
0.0444194
0.0474659
0.0509154
0.0545046
0.0578826
0.0607578
0.0630036
0.0645307
0.0652555
0.0650199
0.0638531
0.0619368
0.0593629
0.056218
0.0526912
0.0491237
0.0458383
0.0431009
0.0412793
0.0406971
0.0412951
0.0428128
0.044993
0.047505
0.0499823
0.0521404
0.0538036
0.0548516
0.0551199
0.0545634
0.0533105
0.051479
0.049207
0.0466863
0.0442497
0.042277
0.041048
0.0407723
0.0362567
0.038797
0.0420886
0.0458146
0.0496698
0.0532688
0.0563197
0.0587046
0.060323
0.0610819
0.0608296
0.0596105
0.0576006
0.0548765
0.0515262
0.0477569
0.0439188
0.0403529
0.0373748
0.0354527
0.0350114
0.0359595
0.0379312
0.0405898
0.0435401
0.0463696
0.0487879
0.0506374
0.0518029
0.0521074
0.0515001
0.0501253
0.0480996
0.0455404
0.0426399
0.039752
0.0372984
0.0356311
0.035043
0.0276907
0.0307223
0.0346162
0.0389286
0.0432829
0.0472548
0.0505816
0.0531794
0.0549325
0.0557564
0.0554938
0.0541854
0.0520199
0.049069
0.0454066
0.0412097
0.0368274
0.0326518
0.0290902
0.0268414
0.0266342
0.0282847
0.0311075
0.0346018
0.0382527
0.0416075
0.0444116
0.0465356
0.0478674
0.0482228
0.0475483
0.045996
0.0436807
0.0407034
0.0372184
0.0335788
0.0302674
0.0277476
0.0265098
0.0176714
0.0216033
0.0264773
0.0316529
0.0366665
0.0411136
0.0447847
0.0476215
0.0495242
0.0504198
0.0501482
0.0487455
0.0464042
0.0431948
0.0391637
0.0344198
0.029278
0.0241614
0.019589
0.0167313
0.0169839
0.0199074
0.0240921
0.0287556
0.0332825
0.0372621
0.0405058
0.0429202
0.0444245
0.044826
0.0440718
0.0423313
0.0397003
0.0362578
0.0320827
0.0274671
0.0229088
0.0190026
0.016578
0.0107483
0.0153692
0.0209839
0.0267814
0.0322444
0.0370124
0.0409073
0.0438864
0.0458845
0.0468265
0.0465511
0.0450999
0.0426621
0.0393104
0.0350597
0.0299693
0.0243226
0.018529
0.0131838
0.00996716
0.010956
0.0152677
0.0206621
0.0262174
0.0313528
0.0357339
0.0392377
0.0418141
0.0434132
0.0438499
0.0430589
0.0412089
0.0383937
0.0346711
0.0300533
0.0247578
0.0192086
0.0139941
0.0101256
0.0133009
0.0170684
0.0219879
0.0272755
0.0324112
0.0369735
0.0407278
0.0436212
0.0455763
0.0465058
0.0462475
0.0448511
0.0425052
0.0392798
0.0352114
0.0304012
0.0251777
0.0199842
0.0154039
0.0129585
0.0143634
0.0186719
0.0238901
0.0292453
0.03423
0.0385022
0.0419259
0.044451
0.0460183
0.0464547
0.0456931
0.0438883
0.0411409
0.0375098
0.0330154
0.0278864
0.0225223
0.0174173
0.0134087
0.0224686
0.0245627
0.0279228
0.0319692
0.0362226
0.0401871
0.0435393
0.0461733
0.0479809
0.0488523
0.0486252
0.047358
0.0452358
0.0423302
0.0387339
0.0346353
0.0304323
0.0266104
0.0236646
0.0224793
0.0238086
0.0270696
0.0312321
0.0357411
0.0401224
0.0439916
0.0471476
0.0494997
0.0509717
0.0513787
0.0506671
0.0489979
0.0464642
0.0431405
0.0390961
0.0346173
0.0301473
0.026116
0.0230854
0.0311545
0.0322724
0.0345441
0.0375995
0.0410422
0.0444167
0.0473616
0.0497072
0.0513494
0.0521529
0.0519549
0.0508198
0.0489269
0.0463666
0.0432519
0.0398225
0.0364943
0.0336999
0.0318208
0.0313484
0.0326037
0.0352387
0.0386857
0.0425438
0.0464077
0.0498976
0.0527828
0.0549563
0.0563359
0.0567207
0.0560564
0.0545124
0.052183
0.0491572
0.0455294
0.0416034
0.0378079
0.0344895
0.0320242
0.0373875
0.0380482
0.0397275
0.0421742
0.0450712
0.0480242
0.0506633
0.0527814
0.0542762
0.0550149
0.0548457
0.0538207
0.0521084
0.0498166
0.0470581
0.044091
0.0413286
0.0391361
0.0378038
0.0376658
0.0389267
0.0413274
0.0444445
0.0479549
0.0515167
0.0547641
0.0574633
0.0595153
0.0608224
0.0611901
0.060566
0.0591046
0.0569069
0.0540771
0.0507224
0.0471262
0.0436776
0.0406723
0.0383991
0.0399996
0.0404157
0.041823
0.0439897
0.0466308
0.049372
0.0518563
0.0538735
0.0552999
0.0560098
0.0558613
0.054894
0.0532674
0.0510929
0.0485067
0.0457662
0.0432649
0.0413498
0.0402738
0.0403357
0.041694
0.0440906
0.0471482
0.0505747
0.0540617
0.0572542
0.0599053
0.0619109
0.063178
0.0635432
0.0629407
0.0615008
0.059344
0.056577
0.0533083
0.0497961
0.0464077
0.0434397
0.0411588
0.0386264
0.0389007
0.040227
0.042353
0.0449853
0.0477267
0.0502202
0.052263
0.0537085
0.054429
0.054283
0.0533088
0.0516672
0.0494682
0.0468683
0.0441304
0.0416464
0.0397775
0.0387855
0.0390037
0.0405755
0.0431788
0.0464156
0.0499971
0.0536122
0.0569051
0.0596258
0.0616661
0.0629489
0.0633242
0.0627145
0.0612451
0.0590447
0.0562097
0.0528383
0.0491934
0.0456432
0.042484
0.0400027
0.034218
0.0343911
0.0357665
0.0380428
0.040881
0.0438235
0.0464751
0.0486349
0.0501584
0.0509161
0.050758
0.0497264
0.0479923
0.0456644
0.042881
0.0399316
0.0372587
0.0352606
0.0342562
0.0346498
0.0365672
0.0395782
0.0432154
0.0471544
0.0510577
0.0545583
0.0574269
0.0595758
0.0609234
0.06131
0.0606698
0.0591348
0.0568208
0.0538214
0.0502115
0.0462643
0.0423671
0.0388121
0.0359332
0.0282568
0.0283444
0.0298841
0.0324808
0.0356901
0.0389683
0.0418783
0.0442197
0.0458677
0.0466858
0.0465101
0.0453905
0.0435071
0.0409652
0.0378822
0.0345674
0.0315303
0.0292577
0.0281806
0.0287964
0.0311858
0.0347637
0.0389553
0.043373
0.0476494
0.0514215
0.0544862
0.0567759
0.0582071
0.0586097
0.0579263
0.0562984
0.0538338
0.0506265
0.0467201
0.0423696
0.0379845
0.0338816
0.0304389
0.0226425
0.0226537
0.0244154
0.0274179
0.0310656
0.0347091
0.037897
0.0404333
0.0421961
0.0430619
0.0428727
0.041669
0.0396253
0.0368487
0.0334582
0.029737
0.0262499
0.0236326
0.0224456
0.0233181
0.0262536
0.0304421
0.0352027
0.0401004
0.0447268
0.048733
0.0519681
0.0543827
0.0558975
0.0563186
0.0555898
0.0538757
0.0512739
0.0478624
0.0436815
0.0389599
0.0340943
0.0294297
0.0253583
0.0213533
0.0213099
0.023099
0.0261785
0.0299249
0.033656
0.0369076
0.039488
0.0412726
0.04214
0.0419309
0.0406962
0.038615
0.0357793
0.0323124
0.0284984
0.024918
0.022246
0.0210698
0.0220492
0.0251612
0.0295262
0.0344322
0.0394377
0.044137
0.048199
0.051475
0.053909
0.055436
0.0558566
0.0551112
0.0533757
0.0507434
0.0472777
0.0430298
0.0382226
0.0332416
0.0284464
0.0242209
0.0257038
0.0256764
0.027239
0.0299552
0.0333277
0.0367553
0.0397722
0.0421818
0.0438645
0.0446787
0.0444606
0.0432799
0.0413192
0.038668
0.0354523
0.0319817
0.0287995
0.0264632
0.0254452
0.026286
0.0290163
0.0329357
0.0374167
0.0420563
